1;1;1;No
2;2;1;No
3;3;1;No
4;4;1;No
5;5;1;Yes
6;6;1;No
7;7;1;Yes
8;8;1;Yes
9;9;1;No
10;10;1;No
11;11;1;Yes
12;12;1;Yes
13;13;1;No
14;14;1;No
15;15;1;No
16;16;1;No
17;17;1;Yes
18;18;1;No
19;19;1;Yes
20;20;1;Yes
21;21;1;No
22;22;1;Yes
23;23;1;Yes
24;24;1;No
25;25;1;No
26;26;1;No
27;27;1;No
28;28;1;Yes
29;29;1;Yes
30;30;1;No
31;31;1;Yes
32;32;1;Yes
33;33;1;Yes
34;34;1;Yes
35;35;1;No
36;36;1;No
37;37;1;No
38;38;1;No
39;39;1;No
40;40;1;Yes
41;41;1;No
42;42;1;Yes
43;43;1;No
44;44;1;No
45;45;1;No
46;46;1;No
47;47;1;No
48;48;1;No
49;49;1;No
50;50;1;No
51;51;1;No
52;52;1;Yes
53;53;1;Yes
54;54;1;Yes
55;55;1;No
56;56;1;No
57;57;1;Yes
58;58;1;Yes
59;59;1;No
60;60;1;Yes
61;61;1;No
62;62;1;Yes
63;63;1;No
64;64;1;No
65;65;1;No
66;66;1;Yes
67;67;1;Yes
68;68;1;Yes
69;69;1;Yes
70;70;1;Yes
71;71;1;No
72;72;1;No
73;73;1;No
74;74;1;No
75;75;1;No
76;76;1;No
77;77;1;Yes
78;78;1;Yes
79;79;1;Yes
80;80;1;Yes
81;81;1;Yes
82;82;1;No
83;83;1;No
84;84;1;Yes
85;85;1;No
86;86;1;No
87;87;1;No
88;88;1;Yes
89;89;1;No
90;90;1;No
91;91;1;No
92;92;1;No
93;93;1;No
94;94;1;Yes
95;95;1;No
96;96;1;No
97;97;1;No
98;98;1;No
99;99;1;No
100;100;1;No
101;101;1;No
102;102;1;No
103;103;1;No
104;104;1;Yes
105;105;1;No
106;106;1;No
107;107;1;Yes
108;108;1;No
109;109;1;Yes
110;110;1;No
111;111;1;No
112;112;1;No
113;113;1;Yes
114;114;1;No
115;115;1;No
116;116;1;No
117;117;1;Yes
118;118;1;No
119;119;1;Yes
120;120;1;Yes
121;121;1;No
122;122;1;Yes
123;123;1;Yes
124;124;1;No
125;125;1;No
126;126;1;No
127;127;1;No
128;128;1;No
129;129;1;No
130;130;1;No
131;131;1;No
132;132;1;Yes
133;133;1;No
134;134;1;Yes
135;135;1;No
136;136;1;No
137;137;1;No
138;138;1;No
139;139;1;No
140;140;1;Yes
141;141;1;No
142;142;1;No
143;143;1;Yes
144;144;1;Yes
145;145;1;Yes
146;146;1;No
147;147;1;No
148;148;1;No
149;149;1;No
150;150;1;Yes
151;151;1;Yes
152;152;1;No
153;153;1;Yes
154;154;1;No
155;155;1;No
156;156;1;No
157;157;1;No
158;158;1;No
159;159;1;Yes
160;160;1;No
161;161;1;No
162;162;1;No
163;163;1;No
164;164;1;No
165;165;1;No
166;166;1;Yes
167;167;1;No
168;168;1;No
169;169;1;No
170;170;1;No
171;171;1;No
172;172;1;No
173;173;1;No
174;174;1;No
175;175;1;No
176;176;1;No
177;177;1;No
178;178;1;Yes
179;179;1;No
180;180;1;Yes
181;181;1;Yes
182;182;1;No
183;183;1;No
184;184;1;No
185;185;1;Yes
186;186;1;Yes
187;187;1;No
188;188;1;Yes
189;189;1;Yes
190;190;1;No
191;191;1;Yes
192;192;1;No
193;193;1;No
194;194;1;No
195;195;1;No
196;196;1;No
197;197;1;Yes
198;198;1;No
199;199;1;Yes
200;200;1;No
201;201;1;No
202;202;1;No
203;203;1;Yes
204;204;1;No
205;205;1;Yes
206;206;1;Yes
207;207;1;Yes
208;208;1;No
209;209;1;No
210;210;1;No
211;211;1;No
212;212;1;No
213;213;1;Yes
214;214;1;No
215;215;1;No
216;216;1;Yes
217;217;1;Yes
218;218;1;No
219;219;1;No
220;220;1;No
221;221;1;No
222;222;1;No
223;223;1;No
224;224;1;No
225;225;1;No
226;226;1;No
227;227;1;Yes
228;228;1;Yes
229;229;1;No
230;230;1;No
231;231;1;No
232;232;1;Yes
233;233;1;No
234;234;1;Yes
235;235;1;No
236;236;1;No
237;237;1;No
238;238;1;No
239;239;1;No
240;240;1;No
241;241;1;No
242;242;1;No
243;243;1;No
244;244;1;No
245;245;1;Yes
246;246;1;Yes
247;247;1;No
248;248;1;No
249;249;1;Yes
250;250;1;Yes
251;251;1;Yes
252;252;1;No
253;253;1;Yes
254;254;1;No
255;255;1;No
256;256;1;No
257;257;1;No
258;258;1;Yes
259;259;1;No
260;260;1;No
261;261;1;No
262;262;1;Yes
263;263;1;Yes
264;264;1;No
265;265;1;Yes
266;266;1;No
267;267;1;Yes
268;268;1;Yes
269;269;1;No
270;270;1;Yes
271;271;1;Yes
272;272;1;No
273;273;1;No
274;274;1;No
275;275;1;Yes
276;276;1;No
277;277;1;No
278;278;1;No
279;279;1;No
280;280;1;No
281;281;1;Yes
282;282;1;No
283;283;1;No
284;284;1;No
285;285;1;No
286;286;1;No
287;287;1;No
288;288;1;No
289;289;1;No
290;290;1;Yes
291;291;1;No
292;292;1;No
293;293;1;No
294;294;1;No
295;295;1;No
296;296;1;No
297;297;1;No
298;298;1;No
299;299;1;No
300;300;1;No
301;301;1;No
302;302;1;No
303;303;1;No
304;304;1;Yes
305;305;1;No
306;306;1;No
307;307;1;No
308;308;1;No
309;309;1;Yes
310;310;1;No
311;311;1;Yes
312;312;1;No
313;313;1;No
314;314;1;No
315;315;1;No
316;316;1;No
317;317;1;No
318;318;1;No
319;319;1;No
320;320;1;No
321;321;1;Yes
322;322;1;No
323;323;1;No
324;324;1;No
325;325;1;No
326;326;1;No
327;327;1;No
328;328;1;No
329;329;1;Yes
330;330;1;No
331;331;1;No
332;332;1;No
333;333;1;No
334;334;1;No
335;335;1;Yes
336;336;1;No
337;337;1;No
338;338;1;No
339;339;1;No
340;340;1;No
341;341;1;No
342;342;1;Yes
343;343;1;No
344;344;1;No
345;345;1;Yes
346;346;1;No
347;347;1;No
348;348;1;No
349;349;1;No
350;350;1;No
351;351;1;No
352;352;1;No
353;353;1;No
354;354;1;No
355;355;1;No
356;356;1;No
357;357;1;No
358;358;1;No
359;359;1;Yes
360;360;1;Yes
361;361;1;No
362;362;1;Yes
363;363;1;Yes
364;364;1;No
365;365;1;Yes
366;366;1;No
367;367;1;No
368;368;1;No
369;369;1;No
370;370;1;No
